brand_raw,price_discounted,price_mrp,page
"Fcm Iv Injection 500mg/10ml (1 Box = 1 Injection)

Rs. 2,327.50

Rs. 2,450.00","2,327.50

 2,450.00","2,327.50

 2,450.00",51
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",51
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",51
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",51
"Oratraxin Gel 10g

Rs. 401.86

Rs. 423.01","401.86

 423.01","401.86

 423.01",51
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",51
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",51
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",51
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",51
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",52
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",52
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",52
"Tasmi Tablets 40mg (1 Strip = 7 Tablets)

Rs. 31.22

Rs. 32.86","31.22

 32.86","31.22

 32.86",52
"Xecomb Ear Drops 10ml

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",52
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",52
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",52
"Brivace Tablets 100mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",52
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",52
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",52
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",52
"Tasmi Tablets 40mg (1 Strip = 7 Tablets)

Rs. 31.22

Rs. 32.86","31.22

 32.86","31.22

 32.86",52
"Xecomb Ear Drops 10ml

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",52
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",52
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",52
"Brivace Tablets 100mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",52
"Neurobion Tablets (1 Strip = 10 Tablets)

Rs. 136.10

Rs. 143.23","136.10

 143.23","136.10

 143.23",52
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",52
"Oratraxin Gel 10g

Rs. 401.86

Rs. 423.01","401.86

 423.01","401.86

 423.01",53
"Xecomb Ear Drops 10ml

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",53
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",53
"Tasmi Tablets 40mg (1 Strip = 7 Tablets)

Rs. 31.22

Rs. 32.86","31.22

 32.86","31.22

 32.86",53
"Xecomb Ear Drops 10ml

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",53
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",53
"Neurobion Tablets (1 Strip = 10 Tablets)

Rs. 136.10

Rs. 143.23","136.10

 143.23","136.10

 143.23",53
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",53
"Oratraxin Gel 10g

Rs. 401.86

Rs. 423.01","401.86

 423.01","401.86

 423.01",53
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",53
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",53
"Tasmi Tablets 40mg (1 Strip = 7 Tablets)

Rs. 31.22

Rs. 32.86","31.22

 32.86","31.22

 32.86",53
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",53
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",53
"Cefaloget 60ml Oral Suspension 250mg/5ml

Rs. 484.50

Rs. 510.00","484.50

 510.00","484.50

 510.00",53
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",53
"Optra-S Nebuliser Solution 0.5mg+2.5mg/2.5ml (1 Box = 10 Vials))

Rs. 118.75

Rs. 125.00","118.75

 125.00","118.75

 125.00",53
"Advantec Tablets 16mg+12.5mg (1 Strip = 7 Tablets)

Rs. 299.25

Rs. 315.00","299.25

 315.00","299.25

 315.00",54
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",54
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",54
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",54
"Destina Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 299.30

Rs. 315.00","299.30

 315.00","299.30

 315.00",54
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",54
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",54
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",54
"Empaphage-M Tablets 12.5/1000mg (1 Strip = 7 Tablets)

Rs. 217.91

Rs. 229.41","217.91

 229.41","217.91

 229.41",54
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",54
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",54
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",54
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",54
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",54
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",54
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",54
"Melas Cream 15g

Rs. 341.05

Rs. 359.00","341.05

 359.00","341.05

 359.00",54
"Vorinaz Tablets 200mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 1,666.20

Rs. 1,753.92","1,666.20

 1,753.92","1,666.20

 1,753.92",55
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",55
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",55
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",55
"Melas Cream 15g

Rs. 341.05

Rs. 359.00","341.05

 359.00","341.05

 359.00",55
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",55
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",55
"Sacvin 200 Tablets 97mg/103mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 1,038.30

Rs. 1,092.86","1,038.30

 1,092.86","1,038.30

 1,092.86",55
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",55
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",55
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",55
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",55
"Misty Oil 30ml

Rs. 1,805.00

Rs. 1,900.00","1,805.00

 1,900.00","1,805.00

 1,900.00",55
"Tasmi Tablets 40mg (1 Strip = 7 Tablets)

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",55
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",55
"Fcm Iv Injection 500mg/10ml (1 Box = 1 Injection)

Rs. 2,327.50

Rs. 2,450.00","2,327.50

 2,450.00","2,327.50

 2,450.00",55
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",55
"Bismol Suspension 120ml

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",56
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",56
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",56
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",56
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",56
"Bismol Suspension 120ml

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",56
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",56
"Vorinaz Tablets 200mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 1,666.20

Rs. 1,753.92","1,666.20

 1,753.92","1,666.20

 1,753.92",56
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",56
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",56
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",56
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",56
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",56
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",56
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",56
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",56
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",56
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",57
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",57
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",57
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",57
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",57
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",57
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",57
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",57
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",57
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",57
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",57
"Platrid Tablets 75mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 204.30

Rs. 215.00","204.30

 215.00","204.30

 215.00",57
"Dayline Iv Injection 1g (1 Box = 1 Injection)

Rs. 456.00

Rs. 480.00","456.00

 480.00","456.00

 480.00",57
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",57
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",57
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",57
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",57
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",58
"Combinol-D Syrup 120ml

Rs. 152.00

Rs. 160.00","152.00

 160.00","152.00

 160.00",58
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",58
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",58
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",58
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",58
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",58
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",58
"Reteric Capsules 75mg (1 Strip = 7 Capsules)

Rs. 226.52

Rs. 238.48","226.52

 238.48","226.52

 238.48",58
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",58
"Solophar Mouth & Throat Spray 50ml

Rs. 1,212.96

Rs. 1,276.80","1,212.96

 1,276.80","1,212.96

 1,276.80",58
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",58
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",58
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",58
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",58
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",58
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",58
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",59
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",59
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",59
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",59
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",59
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",59
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",59
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",59
"Butyn Tablets 5mg (1 Strip = 10 Tablets)

Rs. 541.50

Rs. 570.00","541.50

 570.00","541.50

 570.00",59
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",59
"Cipram Tablets 20mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 1,417.22

Rs. 1,491.82","1,417.22

 1,491.82","1,417.22

 1,491.82",59
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",59
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",59
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",59
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",59
"Sangobion Capsules (1 Strip = 10 Capsules)

Rs. 346.75

Rs. 364.99","346.75

 364.99","346.75

 364.99",59
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",60
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",60
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",60
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",60
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",60
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",60
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",60
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",60
"Letrozone Tablets 2.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 2,375.00

Rs. 2,500.00","2,375.00

 2,500.00","2,375.00

 2,500.00",60
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",60
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",60
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",60
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",60
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",60
"Cartigen Tablets 500/400mg (1 Box = 4 Strips) (1 Strip = 5 Tablets)

Rs. 1,330.00

Rs. 1,400.00","1,330.00

 1,400.00","1,330.00

 1,400.00",60
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",60
"Cartigen Tablets 500/400mg (1 Box = 4 Strips) (1 Strip = 5 Tablets)

Rs. 1,330.00

Rs. 1,400.00","1,330.00

 1,400.00","1,330.00

 1,400.00",61
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",61
"Cartigen Tablets 500/400mg (1 Box = 4 Strips) (1 Strip = 5 Tablets)

Rs. 1,330.00

Rs. 1,400.00","1,330.00

 1,400.00","1,330.00

 1,400.00",61
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",61
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",61
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",61
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",61
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",61
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",61
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",61
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",61
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",61
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",61
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",61
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",61
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",61
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",61
"Avorek Tablets 50mg (1 Strip = 10 Tablets)

Rs. 10.97

Rs. 11.55","10.97

 11.55","10.97

 11.55",62
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",62
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",62
"Optra-S Nebuliser Solution 0.5mg+2.5mg/2.5ml (1 Box = 10 Vials))

Rs. 118.75

Rs. 125.00","118.75

 125.00","118.75

 125.00",62
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",62
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",62
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",62
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",62
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",62
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",62
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",62
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",62
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",62
"Fibre One Cereals

Rs. 213.78

Rs. 225.00","213.78

 225.00","213.78

 225.00",62
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",62
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",63
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",63
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",63
"Crestat Ez Tablets 20mg/10mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 647.00

Rs. 681.10","647.00

 681.10","647.00

 681.10",63
